State,Year,Education Level of Mother,Number of Births,Average Age of Mother (years)
Pennsylvania,2021,Unknown or Not Stated,964,29.4
Rhode Island,2016,8th grade or less,283,29.4
Rhode Island,2016,9th through 12th grade with no diploma,951,25.0
Rhode Island,2016,"Associate degree (AA, AS)",696,30.4
Rhode Island,2016,"Bachelor's degree (BA, AB, BS)",2101,31.7
Rhode Island,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",333,33.8
Rhode Island,2016,High school graduate or GED completed,2035,26.9
Rhode Island,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1037,32.9
Rhode Island,2016,"Some college credit, but not a degree",2090,28.4
Rhode Island,2016,Unknown or Not Stated,1272,29.4
Rhode Island,2017,8th grade or less,315,29.8
Rhode Island,2017,9th through 12th grade with no diploma,942,25.5
Rhode Island,2017,"Associate degree (AA, AS)",808,30.7
Rhode Island,2017,"Bachelor's degree (BA, AB, BS)",2286,31.9
Rhode Island,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",407,34.0
Rhode Island,2017,High school graduate or GED completed,2265,26.9
Rhode Island,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1102,33.0
Rhode Island,2017,"Some college credit, but not a degree",2219,28.6
Rhode Island,2017,Unknown or Not Stated,294,28.5
Rhode Island,2018,8th grade or less,269,30.2
Rhode Island,2018,9th through 12th grade with no diploma,898,25.5
Rhode Island,2018,"Associate degree (AA, AS)",741,30.7
Rhode Island,2018,"Bachelor's degree (BA, AB, BS)",2270,32.0
Rhode Island,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",350,34.2
Rhode Island,2018,High school graduate or GED completed,2132,27.2
Rhode Island,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1067,33.2
Rhode Island,2018,"Some college credit, but not a degree",2202,28.9
Rhode Island,2018,Unknown or Not Stated,577,29.2
Rhode Island,2019,8th grade or less,289,30.8
Rhode Island,2019,9th through 12th grade with no diploma,928,25.8
Rhode Island,2019,"Associate degree (AA, AS)",708,31.0
Rhode Island,2019,"Bachelor's degree (BA, AB, BS)",2226,31.8
Rhode Island,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",362,34.1
Rhode Island,2019,High school graduate or GED completed,2118,27.4
Rhode Island,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1100,33.3
Rhode Island,2019,"Some college credit, but not a degree",2032,28.9
Rhode Island,2019,Unknown or Not Stated,412,29.6
Rhode Island,2020,8th grade or less,316,30.0
Rhode Island,2020,9th through 12th grade with no diploma,897,26.2
Rhode Island,2020,"Associate degree (AA, AS)",737,31.0
Rhode Island,2020,"Bachelor's degree (BA, AB, BS)",2267,32.0
Rhode Island,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",361,34.1
Rhode Island,2020,High school graduate or GED completed,2097,27.4
Rhode Island,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1197,33.2
Rhode Island,2020,"Some college credit, but not a degree",2110,29.0
Rhode Island,2020,Unknown or Not Stated,119,29.8
Rhode Island,2021,8th grade or less,291,30.0
Rhode Island,2021,9th through 12th grade with no diploma,852,26.4
Rhode Island,2021,"Associate degree (AA, AS)",786,31.0
Rhode Island,2021,"Bachelor's degree (BA, AB, BS)",2547,32.2
Rhode Island,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",424,34.2
Rhode Island,2021,High school graduate or GED completed,2049,27.8
Rhode Island,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",1317,33.4
Rhode Island,2021,"Some college credit, but not a degree",2166,29.0
Rhode Island,2021,Unknown or Not Stated,32,29.9
South Carolina,2016,8th grade or less,1488,29.2
South Carolina,2016,9th through 12th grade with no diploma,6681,24.1
South Carolina,2016,"Associate degree (AA, AS)",5190,29.8
South Carolina,2016,"Bachelor's degree (BA, AB, BS)",10404,30.8
South Carolina,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1249,33.2
South Carolina,2016,High school graduate or GED completed,13535,25.6
South Carolina,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",4535,32.4
South Carolina,2016,"Some college credit, but not a degree",14094,27.0
South Carolina,2016,Unknown or Not Stated,166,28.0
South Carolina,2017,8th grade or less,1384,29.1
South Carolina,2017,9th through 12th grade with no diploma,6376,24.4
South Carolina,2017,"Associate degree (AA, AS)",5132,29.6
South Carolina,2017,"Bachelor's degree (BA, AB, BS)",10329,30.8
South Carolina,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1228,33.3
South Carolina,2017,High school graduate or GED completed,13793,25.6
South Carolina,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",4408,32.5
South Carolina,2017,"Some college credit, but not a degree",14205,27.2
South Carolina,2017,Unknown or Not Stated,174,28.3
South Carolina,2018,8th grade or less,1293,29.0
South Carolina,2018,9th through 12th grade with no diploma,6062,24.2
South Carolina,2018,"Associate degree (AA, AS)",5215,29.8
South Carolina,2018,"Bachelor's degree (BA, AB, BS)",10514,31.0
South Carolina,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1242,33.2
South Carolina,2018,High school graduate or GED completed,14085,25.8
South Carolina,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",4467,32.6
South Carolina,2018,"Some college credit, but not a degree",13570,27.4
South Carolina,2018,Unknown or Not Stated,221,28.5
South Carolina,2019,8th grade or less,1323,28.7
South Carolina,2019,9th through 12th grade with no diploma,5924,24.5
South Carolina,2019,"Associate degree (AA, AS)",5098,29.9
South Carolina,2019,"Bachelor's degree (BA, AB, BS)",10710,31.0
South Carolina,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1268,33.7
South Carolina,2019,High school graduate or GED completed,14502,25.8
South Carolina,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",4611,32.7
South Carolina,2019,"Some college credit, but not a degree",13319,27.6
South Carolina,2019,Unknown or Not Stated,283,28.3
South Carolina,2020,8th grade or less,1312,28.6
South Carolina,2020,9th through 12th grade with no diploma,5478,24.6
South Carolina,2020,"Associate degree (AA, AS)",5081,30.0
South Carolina,2020,"Bachelor's degree (BA, AB, BS)",10573,31.0
South Carolina,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1298,33.4
South Carolina,2020,High school graduate or GED completed,14594,26.1
South Carolina,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",4591,32.8
South Carolina,2020,"Some college credit, but not a degree",12574,27.8
South Carolina,2020,Unknown or Not Stated,203,28.4
South Carolina,2021,8th grade or less,1280,29.0
South Carolina,2021,9th through 12th grade with no diploma,5056,24.5
South Carolina,2021,"Associate degree (AA, AS)",5383,30.0
South Carolina,2021,"Bachelor's degree (BA, AB, BS)",11437,31.0
South Carolina,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1393,33.7
South Carolina,2021,High school graduate or GED completed,14909,26.2
South Carolina,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",5120,32.8
South Carolina,2021,"Some college credit, but not a degree",12406,27.9
South Carolina,2021,Unknown or Not Stated,201,29.8
South Dakota,2016,8th grade or less,371,28.7
South Dakota,2016,9th through 12th grade with no diploma,1416,23.9
South Dakota,2016,"Associate degree (AA, AS)",1347,29.3
South Dakota,2016,"Bachelor's degree (BA, AB, BS)",2861,30.2
South Dakota,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",293,32.3
South Dakota,2016,High school graduate or GED completed,3028,26.4
South Dakota,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",816,31.9
South Dakota,2016,"Some college credit, but not a degree",2113,27.3
South Dakota,2016,Unknown or Not Stated,30,28.3
South Dakota,2017,8th grade or less,450,29.3
South Dakota,2017,9th through 12th grade with no diploma,1432,24.3
South Dakota,2017,"Associate degree (AA, AS)",1300,29.5
South Dakota,2017,"Bachelor's degree (BA, AB, BS)",2761,30.4
South Dakota,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",277,32.2
South Dakota,2017,High school graduate or GED completed,2944,26.5
South Dakota,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",820,31.9
South Dakota,2017,"Some college credit, but not a degree",2110,27.7
South Dakota,2017,Unknown or Not Stated,40,29.4
South Dakota,2018,8th grade or less,419,29.0
South Dakota,2018,9th through 12th grade with no diploma,1282,24.4
South Dakota,2018,"Associate degree (AA, AS)",1288,29.4
South Dakota,2018,"Bachelor's degree (BA, AB, BS)",2796,30.4
South Dakota,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",321,32.2
South Dakota,2018,High school graduate or GED completed,2901,26.6
South Dakota,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",859,31.8
South Dakota,2018,"Some college credit, but not a degree",1975,27.8
South Dakota,2018,Unknown or Not Stated,52,28.2
South Dakota,2019,8th grade or less,452,29.2
South Dakota,2019,9th through 12th grade with no diploma,1206,24.6
South Dakota,2019,"Associate degree (AA, AS)",1209,29.3
South Dakota,2019,"Bachelor's degree (BA, AB, BS)",2722,30.4
South Dakota,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",309,32.4
South Dakota,2019,High school graduate or GED completed,2783,26.8
South Dakota,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",862,32.0
South Dakota,2019,"Some college credit, but not a degree",1871,27.8
South Dakota,2019,Unknown or Not Stated,35,27.5
South Dakota,2020,8th grade or less,439,28.8
South Dakota,2020,9th through 12th grade with no diploma,1173,24.6
South Dakota,2020,"Associate degree (AA, AS)",1145,29.7
South Dakota,2020,"Bachelor's degree (BA, AB, BS)",2625,30.4
South Dakota,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",289,32.0
South Dakota,2020,High school graduate or GED completed,2747,26.7
South Dakota,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",822,31.9
South Dakota,2020,"Some college credit, but not a degree",1684,28.0
South Dakota,2020,Unknown or Not Stated,36,29.1
South Dakota,2021,8th grade or less,439,29.2
South Dakota,2021,9th through 12th grade with no diploma,1138,24.7
South Dakota,2021,"Associate degree (AA, AS)",1234,29.6
South Dakota,2021,"Bachelor's degree (BA, AB, BS)",2827,30.4
South Dakota,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",309,32.2
South Dakota,2021,High school graduate or GED completed,2822,27.0
South Dakota,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",862,32.0
South Dakota,2021,"Some college credit, but not a degree",1695,28.2
South Dakota,2021,Unknown or Not Stated,43,28.4
Tennessee,2016,8th grade or less,2674,29.2
Tennessee,2016,9th through 12th grade with no diploma,8404,24.4
Tennessee,2016,"Associate degree (AA, AS)",5734,29.2
Tennessee,2016,"Bachelor's degree (BA, AB, BS)",13887,30.5
Tennessee,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1799,33.2
Tennessee,2016,High school graduate or GED completed,22621,25.2
Tennessee,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",5889,32.1
Tennessee,2016,"Some college credit, but not a degree",19293,26.9
Tennessee,2016,Unknown or Not Stated,506,28.6
Tennessee,2017,8th grade or less,2730,29.4
Tennessee,2017,9th through 12th grade with no diploma,7987,24.4
Tennessee,2017,"Associate degree (AA, AS)",5868,29.2
Tennessee,2017,"Bachelor's degree (BA, AB, BS)",14338,30.6
Tennessee,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1856,33.2
Tennessee,2017,High school graduate or GED completed,22746,25.3
Tennessee,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",5887,32.2
Tennessee,2017,"Some college credit, but not a degree",19065,27.0
Tennessee,2017,Unknown or Not Stated,539,29.0
Tennessee,2018,8th grade or less,2572,29.4
Tennessee,2018,9th through 12th grade with no diploma,7604,24.5
Tennessee,2018,"Associate degree (AA, AS)",5919,29.3
Tennessee,2018,"Bachelor's degree (BA, AB, BS)",14393,30.6
Tennessee,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1886,33.4
Tennessee,2018,High school graduate or GED completed,22780,25.4
Tennessee,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",6095,32.3
Tennessee,2018,"Some college credit, but not a degree",18865,27.2
Tennessee,2018,Unknown or Not Stated,637,28.8
Tennessee,2019,8th grade or less,2886,29.0
Tennessee,2019,9th through 12th grade with no diploma,7315,24.6
Tennessee,2019,"Associate degree (AA, AS)",6076,29.2
Tennessee,2019,"Bachelor's degree (BA, AB, BS)",14637,30.6
Tennessee,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1792,33.3
Tennessee,2019,High school graduate or GED completed,22554,25.6
Tennessee,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",6034,32.4
Tennessee,2019,"Some college credit, but not a degree",18678,27.4
Tennessee,2019,Unknown or Not Stated,478,28.5
Tennessee,2020,8th grade or less,3099,28.7
Tennessee,2020,9th through 12th grade with no diploma,7220,24.7
Tennessee,2020,"Associate degree (AA, AS)",5793,29.2
Tennessee,2020,"Bachelor's degree (BA, AB, BS)",14632,30.6
Tennessee,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",1838,33.5
Tennessee,2020,High school graduate or GED completed,22506,25.8
Tennessee,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",6147,32.3
Tennessee,2020,"Some college credit, but not a degree",17175,27.6
Tennessee,2020,Unknown or Not Stated,279,28.5
Tennessee,2021,8th grade or less,3186,28.6
Tennessee,2021,9th through 12th grade with no diploma,7022,24.7
Tennessee,2021,"Associate degree (AA, AS)",6285,29.3
Tennessee,2021,"Bachelor's degree (BA, AB, BS)",16136,30.8
Tennessee,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",2174,33.4
Tennessee,2021,High school graduate or GED completed,22626,25.8
Tennessee,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",6790,32.4
Tennessee,2021,"Some college credit, but not a degree",17184,27.8
Tennessee,2021,Unknown or Not Stated,314,29.0
Texas,2016,8th grade or less,15083,29.2
Texas,2016,9th through 12th grade with no diploma,58722,25.2
Texas,2016,"Associate degree (AA, AS)",24479,29.4
Texas,2016,"Bachelor's degree (BA, AB, BS)",71613,31.1
Texas,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",7805,33.5
Texas,2016,High school graduate or GED completed,106705,25.8
Texas,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",26219,32.6
Texas,2016,"Some college credit, but not a degree",86833,27.4
Texas,2016,Unknown or Not Stated,588,28.4
Texas,2017,8th grade or less,12913,29.4
Texas,2017,9th through 12th grade with no diploma,53647,25.4
Texas,2017,"Associate degree (AA, AS)",24008,29.5
Texas,2017,"Bachelor's degree (BA, AB, BS)",69377,31.2
Texas,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",7731,33.6
Texas,2017,High school graduate or GED completed,105131,26.0
Texas,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",25678,32.7
Texas,2017,"Some college credit, but not a degree",82983,27.6
Texas,2017,Unknown or Not Stated,582,29.0
Texas,2018,8th grade or less,11958,29.2
Texas,2018,9th through 12th grade with no diploma,50716,25.6
Texas,2018,"Associate degree (AA, AS)",24990,29.6
Texas,2018,"Bachelor's degree (BA, AB, BS)",70725,31.3
Texas,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",7873,33.7
Texas,2018,High school graduate or GED completed,105680,26.1
Texas,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",26381,32.8
Texas,2018,"Some college credit, but not a degree",79731,27.7
Texas,2018,Unknown or Not Stated,570,29.5
Texas,2019,8th grade or less,12754,29.1
Texas,2019,9th through 12th grade with no diploma,46208,25.6
Texas,2019,"Associate degree (AA, AS)",24938,29.6
Texas,2019,"Bachelor's degree (BA, AB, BS)",70820,31.3
Texas,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",7884,33.8
Texas,2019,High school graduate or GED completed,107476,26.2
Texas,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",27101,32.8
Texas,2019,"Some college credit, but not a degree",79441,27.8
Texas,2019,Unknown or Not Stated,977,29.2
Texas,2020,8th grade or less,11387,29.2
Texas,2020,9th through 12th grade with no diploma,42089,25.6
Texas,2020,"Associate degree (AA, AS)",24940,29.6
Texas,2020,"Bachelor's degree (BA, AB, BS)",70476,31.3
Texas,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",7541,34.0
Texas,2020,High school graduate or GED completed,107422,26.2
Texas,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",26494,33.0
Texas,2020,"Some college credit, but not a degree",76555,27.9
Texas,2020,Unknown or Not Stated,1286,29.2
Texas,2021,8th grade or less,11460,29.0
Texas,2021,9th through 12th grade with no diploma,38771,25.6
Texas,2021,"Associate degree (AA, AS)",26431,29.6
Texas,2021,"Bachelor's degree (BA, AB, BS)",74309,31.3
Texas,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8373,34.0
Texas,2021,High school graduate or GED completed,108790,26.4
Texas,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",28873,33.0
Texas,2021,"Some college credit, but not a degree",74910,28.2
Texas,2021,Unknown or Not Stated,1677,29.9
Utah,2016,8th grade or less,786,31.0
Utah,2016,9th through 12th grade with no diploma,3614,25.3
Utah,2016,"Associate degree (AA, AS)",5751,29.0
Utah,2016,"Bachelor's degree (BA, AB, BS)",13418,30.0
Utah,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",653,33.5
Utah,2016,High school graduate or GED completed,9718,26.4
Utah,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",2678,32.5
Utah,2016,"Some college credit, but not a degree",12560,28.0
Utah,2016,Unknown or Not Stated,1286,29.5
Utah,2017,8th grade or less,790,31.3
Utah,2017,9th through 12th grade with no diploma,3362,25.2
Utah,2017,"Associate degree (AA, AS)",5420,29.0
Utah,2017,"Bachelor's degree (BA, AB, BS)",13104,30.0
Utah,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",648,33.4
Utah,2017,High school graduate or GED completed,9536,26.4
Utah,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",2680,32.6
Utah,2017,"Some college credit, but not a degree",12280,28.0
Utah,2017,Unknown or Not Stated,765,29.0
Utah,2018,8th grade or less,632,31.2
Utah,2018,9th through 12th grade with no diploma,3074,25.4
Utah,2018,"Associate degree (AA, AS)",5188,29.0
Utah,2018,"Bachelor's degree (BA, AB, BS)",12978,30.0
Utah,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",616,33.6
Utah,2018,High school graduate or GED completed,9322,26.4
Utah,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",2656,32.6
Utah,2018,"Some college credit, but not a degree",11451,28.0
Utah,2018,Unknown or Not Stated,1292,29.4
Utah,2019,8th grade or less,561,30.9
Utah,2019,9th through 12th grade with no diploma,2840,25.5
Utah,2019,"Associate degree (AA, AS)",4926,29.0
Utah,2019,"Bachelor's degree (BA, AB, BS)",13140,30.0
Utah,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",630,33.9
Utah,2019,High school graduate or GED completed,9225,26.6
Utah,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",2694,32.6
Utah,2019,"Some college credit, but not a degree",11243,28.0
Utah,2019,Unknown or Not Stated,1567,29.6
Utah,2020,8th grade or less,514,30.4
Utah,2020,9th through 12th grade with no diploma,2679,25.4
Utah,2020,"Associate degree (AA, AS)",4909,29.0
Utah,2020,"Bachelor's degree (BA, AB, BS)",12896,30.0
Utah,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",697,33.7
Utah,2020,High school graduate or GED completed,8971,26.6
Utah,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",2813,32.5
Utah,2020,"Some college credit, but not a degree",10839,28.1
Utah,2020,Unknown or Not Stated,1384,29.5
Utah,2021,8th grade or less,486,30.0
Utah,2021,9th through 12th grade with no diploma,2517,25.4
Utah,2021,"Associate degree (AA, AS)",4775,29.0
Utah,2021,"Bachelor's degree (BA, AB, BS)",13666,30.2
Utah,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",737,33.8
Utah,2021,High school graduate or GED completed,9393,26.7
Utah,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",3215,32.1
Utah,2021,"Some college credit, but not a degree",10740,28.1
Utah,2021,Unknown or Not Stated,1183,30.0
Vermont,2016,8th grade or less,37,28.8
Vermont,2016,9th through 12th grade with no diploma,371,24.8
Vermont,2016,"Associate degree (AA, AS)",441,30.2
Vermont,2016,"Bachelor's degree (BA, AB, BS)",1422,31.6
Vermont,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",207,34.0
Vermont,2016,High school graduate or GED completed,1436,26.4
Vermont,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",752,33.2
Vermont,2016,"Some college credit, but not a degree",1046,27.8
Vermont,2016,Unknown or Not Stated,44,30.2
Vermont,2017,8th grade or less,45,29.8
Vermont,2017,9th through 12th grade with no diploma,352,24.3
Vermont,2017,"Associate degree (AA, AS)",413,30.0
Vermont,2017,"Bachelor's degree (BA, AB, BS)",1435,31.7
Vermont,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",211,34.2
Vermont,2017,High school graduate or GED completed,1412,26.5
Vermont,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",747,33.5
Vermont,2017,"Some college credit, but not a degree",1006,28.4
Vermont,2017,Unknown or Not Stated,34,29.3
Vermont,2018,8th grade or less,41,33.3
Vermont,2018,9th through 12th grade with no diploma,370,24.4
Vermont,2018,"Associate degree (AA, AS)",448,30.3
Vermont,2018,"Bachelor's degree (BA, AB, BS)",1341,31.9
Vermont,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",214,34.2
Vermont,2018,High school graduate or GED completed,1302,26.9
Vermont,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",692,33.7
Vermont,2018,"Some college credit, but not a degree",982,28.2
Vermont,2018,Unknown or Not Stated,42,29.4
Vermont,2019,8th grade or less,48,29.8
Vermont,2019,9th through 12th grade with no diploma,317,24.7
Vermont,2019,"Associate degree (AA, AS)",370,30.2
Vermont,2019,"Bachelor's degree (BA, AB, BS)",1349,32.0
Vermont,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",207,34.7
Vermont,2019,High school graduate or GED completed,1254,26.8
Vermont,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",797,33.7
Vermont,2019,"Some college credit, but not a degree",987,28.6
Vermont,2019,Unknown or Not Stated,32,29.5
Vermont,2020,8th grade or less,48,30.2
Vermont,2020,9th through 12th grade with no diploma,333,24.8
Vermont,2020,"Associate degree (AA, AS)",360,30.6
Vermont,2020,"Bachelor's degree (BA, AB, BS)",1269,32.3
Vermont,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",229,34.8
Vermont,2020,High school graduate or GED completed,1201,27.0
Vermont,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",750,33.8
Vermont,2020,"Some college credit, but not a degree",914,28.9
Vermont,2020,Unknown or Not Stated,29,30.8
Vermont,2021,8th grade or less,43,30.7
Vermont,2021,9th through 12th grade with no diploma,311,24.6
Vermont,2021,"Associate degree (AA, AS)",400,30.6
Vermont,2021,"Bachelor's degree (BA, AB, BS)",1497,32.4
Vermont,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",215,34.5
Vermont,2021,High school graduate or GED completed,1115,27.4
Vermont,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",840,33.8
Vermont,2021,"Some college credit, but not a degree",938,29.0
Vermont,2021,Unknown or Not Stated,25,31.4
Virginia,2016,8th grade or less,3045,29.9
Virginia,2016,9th through 12th grade with no diploma,6646,25.4
Virginia,2016,"Associate degree (AA, AS)",6929,29.8
Virginia,2016,"Bachelor's degree (BA, AB, BS)",23104,31.6
Virginia,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3488,34.0
Virginia,2016,High school graduate or GED completed,26743,26.6
Virginia,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12732,33.0
Virginia,2016,"Some college credit, but not a degree",18795,28.1
Virginia,2016,Unknown or Not Stated,978,29.8
Virginia,2017,8th grade or less,2840,29.8
Virginia,2017,9th through 12th grade with no diploma,6426,25.4
Virginia,2017,"Associate degree (AA, AS)",7079,29.8
Virginia,2017,"Bachelor's degree (BA, AB, BS)",22427,31.6
Virginia,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3469,34.2
Virginia,2017,High school graduate or GED completed,26355,26.6
Virginia,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12733,33.0
Virginia,2017,"Some college credit, but not a degree",18057,28.2
Virginia,2017,Unknown or Not Stated,1005,30.0
Virginia,2018,8th grade or less,2830,30.0
Virginia,2018,9th through 12th grade with no diploma,5937,25.4
Virginia,2018,"Associate degree (AA, AS)",7084,30.2
Virginia,2018,"Bachelor's degree (BA, AB, BS)",22572,31.6
Virginia,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3460,34.3
Virginia,2018,High school graduate or GED completed,26646,26.8
Virginia,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12795,33.2
Virginia,2018,"Some college credit, but not a degree",17297,28.4
Virginia,2018,Unknown or Not Stated,1222,30.0
Virginia,2019,8th grade or less,2743,29.6
Virginia,2019,9th through 12th grade with no diploma,5451,25.5
Virginia,2019,"Associate degree (AA, AS)",7064,30.0
Virginia,2019,"Bachelor's degree (BA, AB, BS)",22222,31.6
Virginia,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3319,34.5
Virginia,2019,High school graduate or GED completed,25988,26.8
Virginia,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",12611,33.3
Virginia,2019,"Some college credit, but not a degree",16558,28.6
Virginia,2019,Unknown or Not Stated,1473,30.2
Virginia,2020,8th grade or less,2912,29.8
Virginia,2020,9th through 12th grade with no diploma,5495,25.7
Virginia,2020,"Associate degree (AA, AS)",6916,30.2
Virginia,2020,"Bachelor's degree (BA, AB, BS)",21844,31.8
Virginia,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",3344,34.3
Virginia,2020,High school graduate or GED completed,25144,26.8
